GrantIDs	Counter
U19 CA148112	30
C1281/A12014	11
HL095406-01	2
N01 HR046002	3
R03 HL095406	2
F32 DK076446	1
HL095080	2
091746/Z/	1
UL1 TR000043	2
WT076991MA	1
R01 AI060561	1
K08 AI075031	1
K08AI075031	1
R01DA013324	1
R01 HL076902	3
AI066345	1
R01 ES016535	2
R01 ES014708	1
5P01ES009581	1
1RC2HL101651	1
PG/1996183/9569	1
R01 HD056465-05	1
G0100103	1
PG/09/023	1
R01 HD056465-04	1
5R01ES014447	1
5R01HL076647	1
5R03ES014046	1
R826708-01	1
R01 ES014447	1
R01 HD056465-03	1
052515/2/97/2	1
5R01ES016535	1
R03 ES014046	2
RD831861-01	1
R01 HD056465-01A1	1
5R01HL061768	1
1RC2HL101543	1
5R01ES014708	1
R01 HD056465-02	1
HL-06941	1
5R01 AA013320-04	1
K99HL102223	1
P01HL30568	1
UL1TR000130	1
P01HL28481	1
R00 HL102223	1
P01 HL030568	2
K99 HL102223	1
MOT82810	2
P01 HL028481	5
R01-CA092044	1
C490/A10119	5
R01-CA126841	1
R01-CA058598	1
U01-CA071966	1
R01-CA017054	1
R01-CA114343	1
R03-CA115195	1
R01-CA067262	1
P01-CA017054	1
C536/A13086	3
P50 CA159981	8
C490/A6187	2
K22-CA138563	1
N01-CN55424	1
R01-CA054419	1
MOP-84340	1
R01-CA112523	1
MO1-RR000056	1
R37-CA070867	1
R01-CA049449	1
R01-CA080742	1
K22 CA138563	3
N01-PC067010	1
R01-CA106414	1
R01-CA122443	1
R01-CA087538	1
R01-CA014089	1
R01-CA074850	1
R01-CA061132	1
R01-CA064277	1
R01-CA050385	1
MOP-86727	2
P50-CA105009	1
R01 CA083918	4
U01-CA069417	1
R01-CA136924	2
R01-CA016056	1
R01-CA083918	1
K07-CA143047	1
R01-CA149429	1
R01-CA071766	1
P01-CA087696	1
K07-CA095666	1
R01-CA076016	1
R37-CA70867	1
K07-CA080668	1
R01-CA061107	1
P50-CA136393	1
K07 CA095666	3
N01-PC035137	1
P30-CA15083	1
R01-CA058860	1
R01-CA080978	1
P50MH081755-01	1
R01 AG031224	3
U19 AG023122-01	1
U54 NS056883	3
U01 DA024417-01	1
T32 GM007752	1
P50 MH081755	2
N01 MH022005	2
R01 MH078151-01A1	1
M01-RR-01346	3
U01DK57304	3
U01 DK057298	5
M01-RR-000080	3
U01 DK057249	5
M01-RR-00827-29	2
U01DK057298	3
U01DK057300	3
U01DK57292	3
U01DK57329	3
M01-RR-00997	3
M01 RR001346	4
U01DK057303	3
U01 DK057304	5
U01 DK057300	5
DK57292-05	1
U01 DK057303	5
WT090355/A/09/Z	3
U01 DK057329	5
M01-RR-07122	3
U01DK070657	3
U01DK057249	3
U01 DK057292	5
U01 DK070657	5
U01DK57295	3
K24NS062737	2
R37 NS029993	4
R01 NS040807	3
R01 NS065114	3
R01NS065114	2
K24 NS062737	3
R37NS029993	1
AI55314-3	1
HL67466	3
R01 HL065234	2
HL65234	3
R01 HL067466	2
P20 RR018787	4
092447/Z/10/Z	4
RR018787	3
NIMH 1RC2MH089995-01	1
MH083094	1
MH 41953	1
R01 MH041953	2
R01 CA149462	3
R01 CA074851	1
R01CA149462	1
R01 NS074999	1
DRF-2010-03-131	1
R01 NS073939	1
G0100266	2
U01 AG023749	8
R25 MH083620	1
R01 HL103676	3
RC2 HL101651-01	1
P01 HL070831-05	1
R01 HL072414-01	1
HG004402	1
R01 CA082659-11S1	1
R01-HG006292	1
3-R01-CA082659-11S1	1
UC2 HL102924	2
UC2 HL102924-02	1
R01 EY022124	2
K08-CA136979	1
P30 HD026979	1
K99-CA151869	1
P30-HD026979	1
K99 CA151869	1
K08 CA136979	1
R01 MH090937	11
MH71507	1
KL2 TR000431	2
P50 MH094267	3
MH079494	2
R01 MH085321	2
R01MH092293	1
P50MH094267	1
K23 MH094613	3
K02 NS060892	1
P0012375	1
T32 NS047996	3
K02NS060892	1
R01NS36695	1
R01 NS036695	3
R01 NS34447	3
R01 EY024233	4
P30 EY001583	2
HL74731	1
5P01HD070454	1
P01 HD070454	3
UL1RR024134	1
P50 HL074731	2
R01 HL 71862	1
HL097698	2
N01 HC 65226	1
PG/09/022/26739	1
1RC2MH089995-01	1
R01 HL109493	1
L30 HL097698	2
NR0224103	6
ZIA HL006002-06	2
DK062418	2
HL 463680	1
NS017950	2
CZG/4/306	1
MR/K500999/1	3
R01 MH066122	1
K05 AA000145	10
MH0662	1
MH066147	1
K02AA018755	8
MH066117	1
F32 NS010045	1
MH066146	1
5R01ES011740	3
UL1TR000083	1
MH066288	1
088827	1
R01 MH066287	1
WT088984	5
3P50CA093459	3
HSRU1	1
P50 CA097007	9
R01 MH066193	1
MH066193	1
5P50CA097007	3
MH066145	1
AA-00145	2
R01 MH066296	1
AA15416	5
MH066296	1
R01 MH066147	1
R01 MH066146	1
R01 MH066288	1
MH066122	1
K12HD001441	1
UL1 TR000083	2
R01 MH066117	1
MH066287	1
R01 MH066145	1
WT088827/Z/09	3
K12 HD001441	1
P01AG07232	1
R37AG015473	2
P50AG05128	1
CA092824-0	1
U19-CA148127-01	1
GM007569	1
R01 HL079184	1
HL079184	1
HL065962	2
PG30-AG13846	1
P01 AG000001	1
U24-AG26395	1
R01-AG041797	1
R01 AG048927	9
R01-AG0001	1
P50-AG005138	1
R01 HL95397	1
R01 HL087115	1
HL080513	1
R01 HL095397	1
HL101740	1
RC2 HL096845	1
RC1 HL099619	1
U01 HL105371	1
P01 HL98050	1
RC2 HL101740	1
F32 HL009961	1
R01 HL1081619	1
U10 HL080513	1
R01 HL096845	1
P50 HL0894932	1
P01 HL098050	1
RC1 HL09961	1
MC_U122861330	2
SP2312/021	1
MC_UU_12023/6	2
C8262/A7253	1
7253	3
R01EY018246-01-1	1
WT081878MA	2
U01 DE020073	1
U01- HG004446	1
N01HV68199	1
K08 HL080085	2
UL1RR025758	1
R01 HL062594	1
UL1 RR025758-05	1
UL1RR024148	1
N01-HV-68199	1
T32 GM007526-34	1
K08-HL080085	1
K08 HL080085-05	1
HHSN268201000048C	1
R01 HL109942	2
R01-HL62594	1
P50-HL083794	1
T32 GM007526	1
UL1 RR024148-05	1
R01 HL062594-08	1
P50 HL083794-05	1
P50 HL083794	2
U10 HD041261	1
2-U10-HD054214	1
1-U10-HD069010	1
U01 HD069031	1
U10 HD069013	1
2-U10-HD04267	1
1-U10-HD069025	1
1-U01-HD069010-01	1
U10 HD069006	1
U10 HD069010	1
1-U10-HD069006	1
1-U10-HD069013	1
2-U10-HD041261	1
2-U10-HD054215	1
K-1206	2
R01 AA010249	8
5UM1CA164973-02	1
P30 CA077598	5
CA-138338	2
P01 CA138338	5
095552/Z/11/Z	2
098381	24
CA34627	2
R01 CA67262	2
R01-CA089715	2
R01 CA49449	2
R01CA65726	2
R01CA114665	2
HG-06-033-NCI-01	4
NCI N02-CP-01037	1
1P01CA86871	2
NCI N02-CP-11015	1
UM1 CA176726	18
GM-057091	1
RR-025747	2
AI-072626	2
UM1 AI069494	3
TR-000445	3
AI-032782	2
U01 AI069447	3
P30 AI050409	3
RR-023561	1
AI-058740	2
M01 RR000046	3
RR-025777	2
AI-069501	3
AI-069452	2
AI-027675	2
AI-069465	3
AI-069434	3
AI-069419	3
AI-038858	3
AI-027658	2
AI-069439	2
AI-073961	2
AI-069556	3
UL1 RR024996	5
AI-069471	3
P30 AI054999	3
UL1 RR025780	6
AI-069423	3
U01 AI069470	3
AI-069474	3
RR-025780	1
U01 AI069439	3
AI 36214	1
U01 AI069418	3
UL1 TR000042	1
UM1 AI069439	4
AI-069424	3
AI-045008	2
AI 064086	1
P30 AI045008	4
UM1 AI069470	3
AI-034853	2
U01 AI046376	3
AI-025859	2
R01 AI058740	3
AI-046376	2
AI-069447	2
AI-069494	2
AI-077505	3
RR-024160	2
U01 AI038858	4
AI-027666	1
AI-069428	3
P30 AI073961	3
RR-024996	2
UL1 RR025777	4
AI-069484	3
AI-069495	3
U01 AI027666	3
UL1 RR024160	3
AI-069470	2
U01 AI027658	3
AI-069415	3
AI-069450	2
U01 AI027675	3
UL1 TR002384	2
P30 AI036214	2
AI-069502	3
UL1 TR001082	9
AI-069477	3
AI-050409	2
U01 AI032782	4
AI-027661	2
RR-000425	1
AI-050410	1
AI-069513	3
AI-069467	2
AI-069532	3
AI-069511	3
AI-068634	3
AI-069472	3
RR-000046	1
AI-54999	2
U01 AI069494	3
U01AI068636	2
UM1 AI069447	3
AI-046370	2
AI-069418	2
AI-069432	3
UM1 AI069418	3
AI-025868	1
U01 AI025868	2
P30 AG036445	1
T32 GM007347	7
P50 CA089393-01	1
CA075016	2
P50 CA116201-01	1
R01 CA131332-01A2	1
R29 CA075016-03	1
R01 CA049449-10	1
CA128931	2
R01 CA122340-01A1	1
P01 CA087969-08	1
R01 CA128931-01A1	1
R01 CA131332	4
1R01-CA126895-S1	1
R01 CA104132	2
2U24-CA074806	1
R01 CA 66635	1
R01-CA1326792	1
CA 087969	1
CA16672	1
P30 DK034987	4
P50 CA 106991	1
1R01-CA126895	1
RC2-CA148085	1
R01-CA132839	1
R01 CA066635	3
K07 CA160753	4
U01 CA093326	2
U01 CA 093326	1
1R01-CA104132	1
R01 CA126895	2
R01CA092447	1
P50 CA106991	1
K07CA160753	1
U01-HG004726	1
K24-MH094614	1
T32-MH16259	1
R01-MH079799	1
T32 MH016259	1
P50 CA058236-14	1
U01 CA086323-09	1
R01 CA095052-05	1
CA 112517	1
CA 106523	1
CA 86323	1
R01 CA112517-04	1
R01 CA105055-05	1
CA 95052	1
P30 CA006973	4
R01 CA106523-05	1
CA 58236	1
CA 105055	1
P20 1P20AA017830-01	2
UL1 TR00235	1
MOP - 123369	2
R01 CA170122	1
MC_PC_U127527198	11
20164	1
DA 036216	4
DA 13240	4
AA 09367	4
R01 DA036216	13
K23 NS042720	1
HL54776	1
R01 CA107431	4
R01CA107431	2
P42ES10349	1
R01 DA035804	5
R01 DA021905	4
R01 DA021913	4
R01 DA012845	4
R01 MH100141	9
P60 DA011015	4
81696	1
P01 HL56091	1
P01 HL065608	1
R01 HL078635	1
R01 HL78635	1
P01 HL056091	1
ZIA HL006002-07	1
P01 HL65608	1
R01 HL074061	1
1U01 HL072518	2
M01 RR00052	2
MRC_G0601261	2
MR/K002414/1	15
MR/K013351/1	12
R21 DA027040	2
WT097117	2
U01 HG007419	16
BHF_RG/08/014/24067	2
MRC_MC_UU_12012/1	2
MRC_MC_UU_12015/1	2
MRC_G1001799	2
WT084766	2
MRC_G9521010	2
MRC_G0401527	2
MRC_MC_UU_12015/5	2
P30 DK056341	9
WT098381	3
CSO_CZB/4/672	1
MRC_MC_PC_U127561128	2
MRC_MC_UU_12015/2	2
CSO_CZB/4/710	2
TL1 TR001066	1
T32 HL007824	1
K01 HL116770	3
MRC_MC_UP_A100_1003	2
BHF_RG/08/008/25291	2
RG/10/12/28456	13
WT100574	2
P30 HL107251	1
MRC_MC_UU_12013/1	2
MRC_MR/N01104X/1	2
100574	4
MRC_MC_U106179472	2
P30 GM103341	3
MC_UU_12012/1	3
BHF_FS/14/55/30806	2
MRC_MC_U106179471	2
CRUK_14136	2
G1000616	3
MRC_MR/K013351/1	2
WT085235	2
MRC_G1000143	2
MRC_MR/L003120/1	2
FS/14/55/30806	12
MRC_MC_UU_12019/1	2
BHF_RG/10/12/28456	2
UL1 TR001067	1
MRC_MR/K006584/1	2
R25 NS065729	1
P30 EY014801	4
R01-EY009828	1
UL1-RR031986	1
R01 EY009828	1
P30-CA014089	1
R01-EY022651	1
P30-EY014801	2
R01 EY012651	1
U01 HL119178	1
NIH/NHLBI-1U10HL098115	1
U10 HL098115	1
U10 HL-51810	1
U10 HL-51843	1
U10 HL-51823	1
U10 HL-51834	1
U10 HL-51845	1
UL1 TR000127	2
U10 HL-51831	1
U10 HL-56443	1
R01 CA154619	1
U01 GM92666	4
P30 CA21765-34	1
R21 DC013879	1
U01 HG004438L	1
U01HL 096917	2
U01HG005157	1
U01HG00516-03	2
R01 NS041558	5
HL054481	3
RF1 AG015819	25
DK058845	5
R01 HL071917	5
R01 CA134958	5
DK070756	3
Z01 AG007270-08	2
HL87660	2
U10 HL054464	7
S18386	2
K25AG41906	2
Z01 AG007380-02	6
HL071917	2
R01HL70825	3
U10 HL054481	7
U10 HL054457	11
EY09611	3
HL054464	3
CA134958	2
R01AG20098	3
R01AG05133	1
HL054457	3
NS041558	2
K99HL098459	2
R01HL120393	9
R01 EY011721	3
R29 EY011721	2
EY018825	1
EY023512	1
EY11721	1
R01 EY013882	1
HHSN268201300026C	22
R01 AG009966	1
R01 AG042292	1
HHSN268201300025C	23
HL120393	4
HHSN268201300028C	22
HHSN268201300027C	22
HHSN268200900041C	22
K02 NS059729	1
HHSN268201300029C	22
G0701120	15
U54 EB020403	19
MC_UU_12013/1-9	2
085475DONNELLY	2
085475PELTONEN	2
R01 HD059215	6
HD059215	2
G0501804	2
PDF-2012-05-195	2
R44HG006982-02	1
5T32 HL007381	1
T32 HL007381	1
K23 HL089808	3
R01 CA157823	6
1R01MD009217-01	1
CA157823	1
UL1 TR001427	9
R21 HL106097	3
R01 MD009217	2
R01 MH101820	11
R21 HL106097-01A1	1
K23 HL089808-01A2	1
R37NS29993	1
R01 NS047655	2
084695	3
PG/10/001/28098	2
FS/11/16/28696	4
1U19CA148127-01	1
K22 LM011938	2
UL1 TR000427	16
F31 AG044089	1
1X01HG006934-01	1
T32 EY023194	2
U54 HG006542	1
R01 EY021532	3
R01 EY023164	3
IK6 BX005233	1
R01AR065183	2
R01AR063611	1
R01AR042742	3
T32 GM007197	4
R01 HG006123	1
P30-DK42086	1
HG006123	1
R03 CA167741	1
MR/L01629X/1	8
HL091357	1
L30 HL090422	1
UL1TR000454	1
R01 HD038979	2
R01 HL083300	1
R01 HD38979	1
UL1 RR024140	7
R01 HL092981	1
T32 MH087977	3
1T32MH087977	1
R01 HL092981-01A1	1
WT081682	3
R01HL089651	1
R01 HL089651	1
U01 HG004803	7
AHA0675001N	1
U01HG004803	1
R01 NR013391	7
HL102830	1
R01 AI085014-01A1	1
R01 GM104390	1
P30DK020595	1
DK085501	3
HL-095056	2
HL-28481	2
R01 HL095056	3
1 U19 CA148065-01	2
CA148537	1
RC2 AG036607	33
R01 CA151254	2
CA136578	1
CA112355	1
CA131945	1
T32 GM067547	4
CA088164	1
CA141298	1
R01 CA157881	1
T32 EB009383	2
P30 CA082103	2
R01 GM107427	1
AG046616	1
K01 DC013300	4
DC013300	1
R01 CA131945	1
CA151254	1
CA157881	1
R01 CA136578	1
R01 CA141298	1
R21 AG046616	4
4R37DA018673-06	1
P20RR20173	1
P20 RR020173	1
U54 HD086984	4
P20GM103464	1
R01HD060769	1
R01 HD060769	1
R21 CA191896	1
CA134674	1
R21 CA152336	1
P30CA42014	1
CA152336	1
R01 CA134674	6
DK046763-19	2
R01 HS021747	2
P01DK046763	4
AI067068	3
HS021747	3
UL1 TR000124-01	2
R01 DK091601	2
U01 HG006382	14
U01 HG008672	14
UL1 TR001422	9
U01 HG008673	11
R01 AI068804	1
UL1 TR001117	1
2R01-AI068804	1
UL1TR001117	1
1RC2 MH089951	2
R01 HD042157-01A1	2
1RC2 MH089995	1
093329	1
N01-DK-7-3431	1
R37 DE012711	1
R01 DE016886	2
K23 DE000462	1
R21DE022419	1
3R01 DE018500-02S1	1
R01 DE022988	1
R01 DE018500	1
K12-HD05954	1
5 R01 DD000350	1
UL1 TR000067	3
K23 DE00462	1
UL1TR000067	2
R01 DE018227	1
HHSN267200703431C	1
R01 DD000350	1
R21 DE022419	1
R03 DE016342	1
3R37DE012711-13S1	1
C06 RR020136	1
UM1 CA182876	12
P30 CA118100	2
R01 CA097356	1
R01 CA070190	1
R01 HL075273	4
R01 HL092071	4
R01-HL075273	1
R01-HL092071	1
R01 CA080742	1
12677	3
F32 AI071766	1
K99 CA184415	1
K12 CA090628	1
R01 CA074850	1
R00 CA184415	3
R01 CA141154	2
R25 CA174664	2
K99 HD071966	1
R03 CA115195	4
R01 CA170546	1
R01 CA087696	1
R03 CA173531	2
U19-CA148112	3
R21 HL123655	1
R33 HL123655	1
1R21HL123655-01	1
HL123655	1
MOP-172013	1
#U01AG032984	1
P01-AG003991	1
R01-AG044546	1
R01 AG044546	10
RF1 AG053303	10
NIH P50 AG05681	1
A2013359S	1
MR/L023784/1	12
RF1 AG044546	8
R01 HL092173	3
R24 GM061374	5
NIH NIGMS R24GM61374	1
R01 MH094469	5
ES00002	2
P30 ES000002	8
P01 CA134294	2
UM1 CA167462	11
R01 GM089704	1
T32GM007037	1
1DP2OD007031	1
DP2 OD007031	1
1R01DK61886-01	1
R21HG007840	1
R21 HG007840	2
P30DK079637	1
R01 DK061886	1
R01HL68927	1
R01 DK107437	3
R33 HL120757	1
RG/14/5/30893	18
R01MH066140	1
R01AA011886	1
104036/Z/14/Z.	1
R01AA009367	1
R01DA013240	1
NIH T32 MH016880	1
U01DA024417	2
RC2MH089951	1
HG004422	1
K24 AI118591	1
D43 TW008303	1
1D43-TW008308-01	1
R01 LM011360	10
T32 DK007732	2
R01 DK085458	1
K23 HD068404	1
5K12HD04383-11	1
5KL2RR024975	2
K23HD068404	1
102858/Z/13/Z	7
R01DK80670	1
R01DK091823	1
085925	1
MR/L001489/1	2
GM103534	2
MOP74621	2
087436	8
R01 MH102324	1
R01 MH099167	1
IK2 BX001823	1
IK2 CX000525	2
5R01 CA098870	1
R03 CA123546-02	1
R01 CA109767-S1	1
U58 DP003862-01	1
PB-PG-0407-13363	2
R01 CA109767	2
P20 CA102701	1
U58 DP003862	7
R01 CA097075	3
R01 CA1009767	1
R03 CA123546	2
UL1 TR000371	7
P50 CA62924	1
R01 CA098870	3
8968	1
R01 CA154823	7
R01 CA97075	1
UL1 R0000124	1
P30CA033572	1
U10CA180886	1
R01 GM073646	1
GM073646	1
UG1 CA189955	2
P30 CA033572	4
R01 NS076837	3
P50 AG0016574	1
P01 AG17586	1
R01 NS078086	4
P50 NS53488	1
R01 AG037491	3
P30 AG10124	1
CA137088	1
RC2 HL-102924	2
FP7/2007-2013	2
R25CA094880	3
U01-HG005152	1
HHSB268201200054C	1
R01 GM110068	2
N01-HC65237	1
N01-HC65233	1
L60 MD010115	1
N01-HC65234	1
N01-HC65236	1
1R01DK101855-01	1
R01-GM110068	1
N01-HC65235	1
FRN-CCT-83028	2
G51	1
2R01LM010098	1
MR/M012638/1	4
G0802782	6
5R01AG13196	1
R01CA144034	1
R35CA53890	1
G0800270	17
R01CA55069	1
084723	1
R01CA82729	2
MR/L01341X/1	26
N0T-HG-11-009	1
R01CA80205	1
UM1CA173640	1
R21 HL121429	6
HS06516	2
095198/Z/10/Z	1
U01 CA188392	14
R01 CA140561	6
R01 ES019876	1
CA-09-002	1
5K02DA021237	1
MR/L006642/1	1
P50CA89392	1
ZIA-MH00284311	1
ZIA CP010195-10	1
N01 CN045035	1
Z01 CP010152-09	1
13065	6
U106179472	1
U106179471	1
R01 HD065029	3
R44HG006981	3
R01S AG08122	1
R01 U0149505	1
R01 NS17950	2
R01 AG16495	2
U01HL041654	1
U01HL041652	1
U01HL065520	1
UL1 TR001414	4
UL1 TR001120	4
M01-RR-00827*29	1
MH082041	1
R01HL65899	1
RC1 AR058587	4
RC1AR058606	2
R01 HG006849	1
F30 AR066486	1
R01-HG006849	1
CA127334	1
U01HG006830	3
M01 RR008084	3
MRF_C0482	7
U24 AI086037	1
ETM/137	15
ETM/75	12
DP3DK085708	1
BB/I021213/1	5
G0901388	3
MC_U142670371	1
FS/13/6/29977	2
U19CA148107	1
R01CA42182	1
K05CA152715	1
R01 CA169141	1
K24DK098311	2
K07CA172298	1
R01CA137178	2
G0701770	2
K07 CA172298	1
T32CA009168	1
P30-GM-103510	2
U54 GM104938	6
U01-A101934	1
R21 AR065626	2
R21 AI107176	2
R01-AR-043814	1
R21-AR-065626	1
R01-CA-141700	1
R21-AI-107176	1
R01-AR-060366	1
U01 AI101934	3
R01 AR060366	3
P01-AR-049084	1
P30-AR-053483	2
RC1-AR-058621	1
R01-AR-057172	1
U19-A1082714	1
U54-GM-104938	1
P01-AI-083194	1
R01 HL094594	1
HL094594	1
R01 HL088458	2
R01 GM033048	1
GM-033048	1
R01 HL102482	2
HL88458	2
HL117191	1
HL117004	2
HL079966	1
R01-DK076770	1
R00 LM011384	9
MR/N000390/1	4
ETM/84	1
RF1 AG041915	6
K99 LM011384	4
104036	12
R01 EB005846	4
R01 EB006841	17
100309	1
K01 MH099232	4
R01 EB020407	17
R01 MH090553	5
R01MH059556	2
R01MH60068	2
U01MH46280	2
R01MH59545	2
R01MH59533	3
U01MH46282	4
WT097835MF	5
104150/Z/14/Z	4
093707	2
323195	8
U54-RR-9497	1
U01-AR5-1874-04	1
R01 AI097134	1
U54-AR-7319	1
U01 AR051874	3
5-P50-CA-097007	1
5-R01-ES-011740	1
U54 RR019497	7
3-P50-CA-093459	1
U54 AR057319	6
5-R01-CA-133996	1
U19 AG024904	6
R01 AG023627	2
P30 AG028716	1
U19AG023122	2
P30AG028716	1
BHF_RG/13/2/30098	1
WT098498	1
G0601463	3
U54 HD083211	5
098498	2
12/0004470	1
MRC_MC_UP_A620_1014	1
MR/K011480/1	2
MRC_G0601463	1
MRC_MC_UU_12011/1	1
DUK_12/0004470	1
MRC_MR/K011480/1	1
MR/K006215/1	2
G0900295	3
G1002605	1
P01 NS044155	1
K23 NS058357	1
G108/613	1
R01 NS034949	2
R01GM073059	1
P60 DK20595	1
N02‐HL6‐4278	1
R01-HL073410	1
Z01-AG000954	1
WT095219MA	1
P30-DK072488	4
R01-NS39987	1
104040	2
R01DK063491	1
U01-NS069208	1
U01-HG004436	1
Z01-AG000015-50	1
WTCCC2-UK	1
U01-HL096917	1
R01HL089650	1
R01-NS45012	1
WTCCC2-Munich	1
U01-HG004438	2
R01-NS42733	1
C1275/A19187	2
2010NOVPR62	3
A15956	1
U01HG005152	1
2013MAYPR044	1
C1275/A15956	2
PG/07/045/22690	3
RG/13/10/30376	3
RG/10/17/28553	4
K23 HL127266	1
RG/07/010/23676	3
2013096	2
R01 HL109758	1
R01 MH085018	7
R01-MH-085018	1
R01-MH-092515	1
R01 CA094069	2
R01 CA166672	1
P50 HL056984	2
KL2 TR000461	2
K23 HL125923	1
R03 HL140273	1
UL1 TR001073	3
MR/M020894/1	1
MC_UU_12013/9	3
5R01AG022374	2
AG05144	3
AG041232	1
R01 AG035137	3
R01 AG013616	4
RC2 AG036502	3
UO1 HG004610	4
1R01AG035137	2
1RC2AG036502	2
UO1 AG06781	3
5R01AG012101	2
5R01AG013616	2
UO1GM61393	1
R01 CA 61107	1
RR020128	2
P01 AG09466	1
AG34374	1
RR027710-01	2
R01 AG034374	2
K01 AG049050	5
U54 RR025761	2
U01 CA195547	8
F32 CA165823	3
R01 CA136765	2
F32CA165823	2
RC2MH089996	1
RC2 MH089996	1
U01/U24 CA074799	1
U01/U24 CA074783	1
U01/U24 CA074794	1
U01/U24 CA097735	1
U01/U24 CA074806	1
U01/U24 CA074800	1
CA 142665	1
U10 CA98413	3
RCA 156449	1
U10 CA98543	4
G0902272	1
MR/K006665/1	1
MR/L010240/1	1
MC_PC_13042	1
F32DK102323-01A1	1
107851/Z/15/Z	6
R01 DK102696	7
R21HL121728-02	1
R21 HL121728	3
MR/M008908/1	3
R01HL113338-04	1
5U54DK083908-07	1
K12 HL120004	5
R01 HL116931	2
R01 HL124233	9
1R01NS079231	2
R01 CA197139	1
1R01DK090382	2
R01 NS079231	2
1R01CA197139	1
R01 DK090382	3
WT090532	6
U01 CA206110	8
R35 CA197735	6
K24 DK098311	4
U01 HL107446	1
HHSN268201100012C)	1
R01HL087698-01	1
P30HL101290	1
N000949304	2
AG000932-2	1
R01NR08153	1
U01HL72518	4
G1002375	1
102215/2/13/2)	1
T32 HL098057	1
U01 DK082194	1
U01 DK066143	2
U01 DK066116	1
R01 DK082394	1
U01DK-082194	1
U01-DK-66143	1
U01-DK-66116	1
U01-DK-66174	1
R01-DK-082394	1
K23 DE025093	2
R90 DE022527	2
T90 DE021986	2
R01 MH095458	1
R01 MH084098	2
R01 MH080425	2
RC2 MH089964	3
U01 AI088685	1
268777	1
N°U01AI088685	1
N°8ULTR000043	1
R01 MD009055	2
R01DK090311	1
DP3 DK108220	5
R01 DK087635	6
R24OD017870	1
K01 HL129892	5
IK2 CX000729	1
K01 AR062655	5
MC_UU_12011/3	2
MC_U147574242	2
R01 DK106236	12
MR/J010642/1	1
281641	1
MC_UP_A620_1016	2
R37 MH060009	1
R01 MH060009	1
P01 AG004953	1
MR/K014781/1	2
8 UL1TR000077	1
N01-HD-1-3228	1
N01-HD-1-3330	1
HD58886	1
K12 DK094723	6
N01-HD-1-3331	1
HD076321	1
N01-HD-1-3332	1
K23 DK102659	3
N01-HD-1-3329	1
N01-HD-1-3333	1
K23HL105897	1
R01 MD007880	1
G0500247	1
R01 DC002281	1
DC02281	1
U24 RR021382	2
P41 RR014075	3
RC1 MH089257	2
CA-14089	1
UL1-TR000427	1
UL1-RR024975	1
K12 ES015855	1
RC2-GM092618	2
5T32-GM007569	2
1U01-HG006389	1
1K23-HD000001	1
U01-HG006379	1
K23 HD000001	1
U01-HG04599	1
UL1-TR000445	2
2K12-HD043483-11	1
K12-ES015855	1
M01RR00039	1
R56 MH071537	2
R01 MH071537	4
T32 MH87977-5	2
R01 MH096764	2
F32 MH101976	1
MH071537	1
K01 AA021399	5
R01 HD071982	2
MH096764	1
K24 DA032555	3
R01 AA11330	11
MC_UU_12013/6	5
R01 DA12849	9
MR/L022206/1	3
R01 DA12690	9
MR/K023233/1	2
R01 DA18432	8
G0802736	3
RD831697	1
ZIA AG007390-10	1
UL1-TR-000040	5
UL1-TR-001079	3
ZIA AG007390-11	1
R01AG29451	3
P30 CA016359	7
KL2 RR025000	1
K23 AG036762	1
CA-21765	1
P30 CA-21765-24	1
Z01 CP000185-03	1
096527	2
091758	2
U19AI065683	1
087285	2
077012/Z/05/Z	2
090770	2
MC_UP_A900_1118	2
MR/M006212/1	2
G9901439	1
N01AI85346	1
091758/Z/10/Z	2
090770/Z/09/Z	2
076934/Z/05/Z	1
D43 TW001589	1
D43TW001589	1
HL092071	2
HL108280	2
M01-RR-30	1
HL075273	2
R21 HL109971	3
HL054316	2
HL095987	5
R01 HL096978	3
R01 AG016762	1
R01 HL069081	1
HL101621	2
R01 HL095987	7
HL069081	2
HL096978	2
M01 RR000030	2
RC2 HL101621	6
AG09663	2
R21 HL108280	3
HL109971	2
RF1 AG015473	7
R01 NS029993	2
P01 HL114471	1
U10 HL098122	1
R00HL109162	1
U19HL065962	2
R01 HL056177	1
P30 ES006694	8
U01 CA122371	1
U01CA122371	1
R01 CA113636	1
R01MH063671	1
K23 MH080230	2
MH077874	1
R01 MH063970	3
R01 DA024413	3
R01 MH077874	2
U01 DA024413	3
R01DA11301	1
U01DA024413	1
K23MH080230	1
R01MH048085	1
U01DA014413	1
R01 DA036523	3
R01 DA011301	3
R01MH063970	1
R01 MH048085	3
R01 MH063671	3
HSN268201300046C	2
5 R01 HL-63082	1
R01 HD58886	2
14133	1
1 UO1 NS 047537-01	1
R01 CA166945	1
090367	4
MR/K002449/2	6
U01 NS047537	9
N01ES75558	8
R01 HD076321	3
2 UO1 NS 047537-06A1	1
R01 HD058886	8
HL117626	3
HG006513	3
HG005552	3
HG007022	5
U01 HL117626	2
5U01CA164973-02	1
5P01CA138338-05	1
HG006037	1
R21 HG006037	1
R01 AR057781	1
Z01 ES101074-06	1
Z01 ES101074-07	3
Z01 ES101074-05	1
Z01ES101074	1
R01-CA132946	1
P30 CA168524	4
R01 CA132946	1
P20 GM103418	1
P20-GM103418	1
R21-GM86689	1
P30-CA168524	1
